,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
203379,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,1999-06,Deaths per 1000 live births,,1.0
203380,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2000-06,Deaths per 1000 live births,,1.0
203381,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2001-06,Deaths per 1000 live births,,1.0
203382,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2002-06,Deaths per 1000 live births,,1.0
203383,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2003-06,Deaths per 1000 live births,,1.0
203384,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2004-06,Deaths per 1000 live births,,1.0
203385,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2005-06,Deaths per 1000 live births,,1.0
203386,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2006-06,Deaths per 1000 live births,,1.0
203387,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2007-06,Deaths per 1000 live births,,1.0
203388,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2008-06,Deaths per 1000 live births,,1.0
203389,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2009-06,Deaths per 1000 live births,,1.0
203390,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2010-06,Deaths per 1000 live births,,1.0
203391,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2011-06,Deaths per 1000 live births,,1.0
203392,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2012-06,Deaths per 1000 live births,,1.0
203393,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2013-06,Deaths per 1000 live births,,1.0
203394,Kenya,Under-five mortality rate,Male,UN IGME estimate,2020,2014-06,Deaths per 1000 live births,,1.0
